...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
NA,10920902631,2,3,NA,kitty,kitty,kitty,NA,TRUE,kitty,ldp_parent_utts_udpipe,kitti,kitti,parent,9,92,10611
NA,10921000595,9,10,NA,spider,web,web,NA,TRUE,spider,ldp_parent_utts_udpipe,spider,web,parent,10,92,10612
NA,10921100485,1,2,NA,baby,elephant,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,parent,11,92,10613
NA,10921100885,5,6,NA,banana,tree,tree,NA,TRUE,banana,ldp_parent_utts_udpipe,banana,tree,parent,11,92,10614
NA,10921100910,1,2,NA,baby,lion,lion,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,lion,parent,11,92,10615
NA,10921101040,7,8,NA,color,greens,greens,NA,TRUE,color,ldp_parent_utts_udpipe,color,green,parent,11,92,10616
NA,10921101099,2,3,NA,baby,panda,panda,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,panda,parent,11,92,10617
NA,10921101474,7,8,NA,mama,elephant,elephant,NA,TRUE,mama,ldp_parent_utts_udpipe,mama,eleph,parent,11,92,10618
NA,10921101779,3,4,NA,furry,fuzzy,fuzzy,NA,TRUE,furry,ldp_parent_utts_udpipe,furri,fuzzi,parent,11,92,10619
NA,10921101779,4,5,NA,fuzzy,mountain,mountain,NA,TRUE,fuzzy,ldp_parent_utts_udpipe,fuzzi,mountain,parent,11,92,10620
NA,10921101869,3,4,NA,tree,frog,frog,NA,TRUE,tree,ldp_parent_utts_udpipe,tree,frog,parent,11,92,10621
NA,10921102661,9,10,NA,color,orange,orange,NA,TRUE,color,ldp_parent_utts_udpipe,color,orang,parent,11,92,10622
NA,10921102711,4,5,NA,color,purple,purple,NA,TRUE,color,ldp_parent_utts_udpipe,color,purpl,parent,11,92,10623
NA,10921200532,5,6,NA,flower,stems,stem,NA,TRUE,flower,ldp_parent_utts_udpipe,flower,stem,parent,12,92,10624
NA,10921201286,7,8,NA,fuzzy,tail,tail,NA,TRUE,fuzzy,ldp_parent_utts_udpipe,fuzzi,tail,parent,12,92,10625
NA,10921201696,2,3,NA,yogurt,raisins,raisin,NA,TRUE,yogurt,ldp_parent_utts_udpipe,yogurt,raisin,parent,12,92,10626
NA,10921201783,2,3,NA,dance,contest,contest,NA,TRUE,dance,ldp_parent_utts_udpipe,danc,contest,parent,12,92,10627
NA,11000201019,5,6,NA,lady,bug,bug,NA,TRUE,lady,ldp_parent_utts_udpipe,ladi,bug,parent,2,100,10628
NA,11000201216,4,6,NA,night,dinosaur,dinosaur,NA,FALSE,night,ldp_parent_utts_udpipe,night,dinosaur,parent,2,100,10629
NA,11000301209,3,5,NA,ice,cream,cream,NA,FALSE,ice,ldp_parent_utts_udpipe,ic,cream,parent,3,100,10630
NA,11000301953,2,3,NA,ice,cubes,cub,NA,TRUE,ice,ldp_parent_utts_udpipe,ic,cube,parent,3,100,10631
NA,11000500332,1,3,NA,ice,cream,cream,NA,FALSE,ice,ldp_parent_utts_udpipe,ic,cream,parent,5,100,10632
NA,11000600047,10,11,NA,wood,basket,basket,NA,TRUE,wood,ldp_parent_utts_udpipe,wood,basket,parent,6,100,10633
NA,11000600698,3,4,NA,beach,ball,ball,NA,TRUE,beach,ldp_parent_utts_udpipe,beach,ball,parent,6,100,10634
NA,11000601351,5,6,NA,boy,seat,seat,NA,TRUE,boy,ldp_parent_utts_udpipe,boi,seat,parent,6,100,10635
NA,11000601707,14,15,NA,puppet,show,show,NA,TRUE,puppet,ldp_parent_utts_udpipe,puppet,show,parent,6,100,10636
NA,11000601730,5,6,NA,puppet,show,show,NA,TRUE,puppet,ldp_parent_utts_udpipe,puppet,show,parent,6,100,10637
NA,11000700706,3,4,NA,grey,dog,dog,NA,TRUE,grey,ldp_parent_utts_udpipe,grei,dog,parent,7,100,10638
NA,11000700743,5,6,NA,army,man,man,NA,TRUE,army,ldp_parent_utts_udpipe,armi,man,parent,7,100,10639
NA,11000700955,7,8,NA,tuna,fish,fish,NA,TRUE,tuna,ldp_parent_utts_udpipe,tuna,fish,parent,7,100,10640
NA,11000701275,4,6,NA,peanut,butter,butter,NA,FALSE,peanut,ldp_parent_utts_udpipe,peanut,butter,parent,7,100,10641
NA,11000701286,2,5,NA,peanut,mouth,mouth,NA,FALSE,peanut,ldp_parent_utts_udpipe,peanut,mouth,parent,7,100,10642
NA,11000701286,4,5,NA,butter,mouth,mouth,NA,TRUE,butter,ldp_parent_utts_udpipe,butter,mouth,parent,7,100,10643
NA,11000800944,6,8,NA,ice,cream,cream,NA,FALSE,ice,ldp_parent_utts_udpipe,ic,cream,parent,8,100,10644
NA,11000801140,8,9,NA,kid,game,game,NA,TRUE,kid,ldp_parent_utts_udpipe,kid,game,parent,8,100,10645
NA,11000802048,1,2,NA,mommy,worm,worm,NA,TRUE,mommy,ldp_parent_utts_udpipe,mommi,worm,parent,8,100,10646
NA,11000802049,1,2,NA,baby,worm,worm,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,worm,parent,8,100,10647
NA,11000901089,8,9,NA,train,tracks,track,NA,TRUE,train,ldp_parent_utts_udpipe,train,track,parent,9,100,10648
NA,11001001358,3,5,NA,rain,bow,bow,NA,FALSE,rain,ldp_parent_utts_udpipe,rain,bow,parent,10,100,10649
NA,11001001358,5,6,NA,bow,colors,color,NA,TRUE,bow,ldp_parent_utts_udpipe,bow,color,parent,10,100,10650
NA,11001001446,2,3,NA,butterfly,catcher,catcher,NA,TRUE,butterfly,ldp_parent_utts_udpipe,butterfli,catcher,parent,10,100,10651
NA,11001201068,5,6,NA,juice,bud,bud,NA,TRUE,juice,ldp_parent_utts_udpipe,juic,bud,parent,12,100,10652
NA,11001201114,7,8,NA,beach,token,teak,NA,TRUE,beach,ldp_parent_utts_udpipe,beach,token,parent,12,100,10653
NA,11020300215,5,7,NA,foot,ball,ball,NA,FALSE,foot,ldp_parent_utts_udpipe,foot,ball,parent,3,102,10654
NA,11020300233,6,7,NA,bunny,cloud,cloud,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,cloud,parent,3,102,10655
NA,11020300234,6,7,NA,bunny,cloud,cloud,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,cloud,parent,3,102,10656
NA,11020300602,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10657
NA,11020300605,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10658
NA,11020300612,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10659
NA,11020300730,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10660
NA,11020300732,2,3,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10661
NA,11020300733,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10662
NA,11020300736,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10663
NA,11020300737,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10664
NA,11020300740,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,102,10665
NA,11020400158,9,12,NA,snow,fight,fight,NA,FALSE,snow,ldp_parent_utts_udpipe,snow,fight,parent,4,102,10666
NA,11020400158,11,12,NA,ball,fight,fight,NA,TRUE,ball,ldp_parent_utts_udpipe,ball,fight,parent,4,102,10667
NA,11020400245,3,4,NA,bowling,ball,ball,NA,TRUE,bowling,ldp_parent_utts_udpipe,bowl,ball,parent,4,102,10668
NA,11020400245,9,10,NA,licorice,snack,snack,NA,TRUE,licorice,ldp_parent_utts_udpipe,licoric,snack,parent,4,102,10669
NA,11020400511,5,7,NA,toy,box,box,NA,FALSE,toy,ldp_parent_utts_udpipe,toi,box,parent,4,102,10670
NA,11020400526,5,7,NA,toy,box,box,NA,FALSE,toy,ldp_parent_utts_udpipe,toi,box,parent,4,102,10671
NA,11020401264,12,14,NA,fire,truck,truck,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,truck,parent,4,102,10672
NA,11020500163,11,12,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,5,102,10673
NA,11020500226,2,4,NA,foot,foot,foot,NA,FALSE,foot,ldp_parent_utts_udpipe,foot,foot,parent,5,102,10674
NA,11020600832,4,5,NA,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,parent,6,102,10675
NA,11020600969,7,8,NA,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,parent,6,102,10676
NA,11020600979,5,6,NA,baby,bird,bird,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,bird,parent,6,102,10677
NA,11020601226,10,12,NA,fire,truck,truck,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,truck,parent,6,102,10678
NA,11020700370,6,7,NA,stomp,stomp,stomp,NA,TRUE,stomp,ldp_parent_utts_udpipe,stomp,stomp,parent,7,102,10679
NA,11020701088,12,14,NA,sand,box,box,NA,FALSE,sand,ldp_parent_utts_udpipe,sand,box,parent,7,102,10680
NA,11020701088,14,15,NA,box,toys,toy,NA,TRUE,box,ldp_parent_utts_udpipe,box,toi,parent,7,102,10681
NA,11020701268,4,5,NA,boy,cup,cup,NA,TRUE,boy,ldp_parent_utts_udpipe,boi,cup,parent,7,102,10682
NA,11020702079,10,11,NA,baby,animals,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,7,102,10683
NA,11020702081,6,7,NA,baby,animals,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,7,102,10684
NA,11020702083,13,14,NA,baby,animals,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,7,102,10685
NA,11020702084,5,6,NA,baby,animal,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,7,102,10686
NA,11020800089,19,20,NA,baby,tiger,tiger,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,tiger,parent,8,102,10687
NA,11020800089,24,25,NA,boy,tiger,tiger,NA,TRUE,boy,ldp_parent_utts_udpipe,boi,tiger,parent,8,102,10688
NA,11020800178,3,4,NA,brother,tiger,tiger,NA,TRUE,brother,ldp_parent_utts_udpipe,brother,tiger,parent,8,102,10689
NA,11020800181,4,5,NA,brother,tiger,tiger,NA,TRUE,brother,ldp_parent_utts_udpipe,brother,tiger,parent,8,102,10690
NA,11020800502,2,3,NA,surf,surf,surf,NA,TRUE,surf,ldp_parent_utts_udpipe,surf,surf,parent,8,102,10691
NA,11020801056,3,4,NA,baby,jaguar,jaguar,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,jaguar,parent,8,102,10692
NA,11020801466,7,8,NA,phone,calls,call,NA,TRUE,phone,ldp_parent_utts_udpipe,phone,call,parent,8,102,10693
NA,11020802160,8,9,NA,daddy,lion,lion,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,lion,parent,8,102,10694
NA,11020900692,13,14,NA,fire,truck,truck,NA,TRUE,fire,ldp_parent_utts_udpipe,fire,truck,parent,9,102,10695
NA,11020901559,5,6,NA,water,bud,bud,NA,TRUE,water,ldp_parent_utts_udpipe,water,bud,parent,9,102,10696
NA,11020901578,6,7,NA,ink,pad,pad,NA,TRUE,ink,ldp_parent_utts_udpipe,ink,pad,parent,9,102,10697
NA,11021000936,5,7,NA,back,yard,yard,NA,FALSE,back,ldp_parent_utts_udpipe,back,yard,parent,10,102,10698
NA,11021001407,12,13,NA,leaf,day,day,NA,TRUE,leaf,ldp_parent_utts_udpipe,leaf,dai,parent,10,102,10699
NA,11021100668,8,9,NA,couple,crayons,crayon,NA,TRUE,couple,ldp_parent_utts_udpipe,coupl,crayon,parent,11,102,10700
NA,11021100740,2,3,NA,color,rain,rain,NA,TRUE,color,ldp_parent_utts_udpipe,color,rain,parent,11,102,10701
NA,11021100906,6,8,NA,paper,cut,cut,NA,FALSE,paper,ldp_parent_utts_udpipe,paper,cut,parent,11,102,10702
NA,11021101134,2,3,NA,silver,bells,bell,NA,TRUE,silver,ldp_parent_utts_udpipe,silver,bell,parent,11,102,10703
NA,11021101228,2,3,NA,you,guys,guy,NA,TRUE,you,ldp_parent_utts_udpipe,you,gui,parent,11,102,10704
NA,11021101251,7,8,NA,princess,sticker,sticker,NA,TRUE,princess,ldp_parent_utts_udpipe,princess,sticker,parent,11,102,10705
NA,11021101562,10,12,NA,box,fall,fall,NA,FALSE,box,ldp_parent_utts_udpipe,box,fall,parent,11,102,10706
NA,11021101570,21,22,NA,puppet,stage,stage,NA,TRUE,puppet,ldp_parent_utts_udpipe,puppet,stage,parent,11,102,10707
NA,11021200996,12,14,NA,light,light,light,NA,FALSE,light,ldp_parent_utts_udpipe,light,light,parent,12,102,10708
NA,11021201476,1,2,NA,passenger,train,train,NA,TRUE,passenger,ldp_parent_utts_udpipe,passeng,train,parent,12,102,10709
NA,11021201477,1,2,NA,passenger,train,train,NA,TRUE,passenger,ldp_parent_utts_udpipe,passeng,train,parent,12,102,10710
NA,11021201479,2,3,NA,run,girls,girl,NA,TRUE,run,ldp_parent_utts_udpipe,run,girl,parent,12,102,10711
NA,11021201503,4,5,NA,screen,door,door,NA,TRUE,screen,ldp_parent_utts_udpipe,screen,door,parent,12,102,10712
NA,11030101039,9,10,NA,pee,diaper,diaper,NA,TRUE,pee,ldp_parent_utts_udpipe,pee,diaper,parent,1,103,10713
NA,11030101231,5,6,NA,chair,seat,seat,NA,TRUE,chair,ldp_parent_utts_udpipe,chair,seat,parent,1,103,10714
NA,11030101330,4,5,NA,night,gorilla,gorilla,NA,TRUE,night,ldp_parent_utts_udpipe,night,gorilla,parent,1,103,10715
NA,11030101334,4,5,NA,night,elephant,elephant,NA,TRUE,night,ldp_parent_utts_udpipe,night,eleph,parent,1,103,10716
NA,11030101336,4,5,NA,night,armadillo,armadillo,NA,TRUE,night,ldp_parent_utts_udpipe,night,armadillo,parent,1,103,10717
NA,11030101375,2,3,NA,rope,walkers,walker,NA,TRUE,rope,ldp_parent_utts_udpipe,rope,walker,parent,1,103,10718
NA,11030200512,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,103,10719
NA,11030200513,5,7,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,103,10720
NA,11030200517,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,103,10721
NA,11030200649,5,7,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,103,10722
NA,11030200996,2,3,NA,baby,boy,boy,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,boi,parent,2,103,10723
NA,11030400229,5,6,NA,baby,heart,heart,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,heart,parent,4,103,10724
NA,11030400321,5,6,NA,phone,call,call,NA,TRUE,phone,ldp_parent_utts_udpipe,phone,call,parent,4,103,10725
NA,11030400523,22,24,NA,chalk,board,board,NA,FALSE,chalk,ldp_parent_utts_udpipe,chalk,board,parent,4,103,10726
NA,11030401015,4,6,NA,rubber,book,book,NA,FALSE,rubber,ldp_parent_utts_udpipe,rubber,book,parent,4,103,10727
NA,11030401614,9,10,NA,people,doll,doll,NA,TRUE,people,ldp_parent_utts_udpipe,peopl,doll,parent,4,103,10728
NA,11030402078,6,8,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,4,103,10729
NA,11030500589,5,6,NA,color,skirts,skirt,NA,TRUE,color,ldp_parent_utts_udpipe,color,skirt,parent,5,103,10730
NA,11030600247,11,12,NA,brass,drum,drum,NA,TRUE,brass,ldp_parent_utts_udpipe,brass,drum,parent,6,103,10731
NA,11030700191,14,16,NA,eye,ball,ball,NA,FALSE,eye,ldp_parent_utts_udpipe,ey,ball,parent,7,103,10732
NA,11030700378,7,9,NA,lady,bug,bug,NA,FALSE,lady,ldp_parent_utts_udpipe,ladi,bug,parent,7,103,10733
NA,11030800113,8,9,NA,loaf,pan,pan,NA,TRUE,loaf,ldp_parent_utts_udpipe,loaf,pan,parent,8,103,10734
NA,11030801051,19,20,NA,sun,block,block,NA,TRUE,sun,ldp_parent_utts_udpipe,sun,block,parent,8,103,10735
NA,11030900231,10,11,NA,animal,cracker,cracker,NA,TRUE,animal,ldp_parent_utts_udpipe,anim,cracker,parent,9,103,10736
NA,11030900231,11,12,NA,cracker,box,box,NA,TRUE,cracker,ldp_parent_utts_udpipe,cracker,box,parent,9,103,10737
NA,11030900572,9,10,NA,sunflower,seeds,seed,NA,TRUE,sunflower,ldp_parent_utts_udpipe,sunflow,seed,parent,9,103,10738
NA,11031000620,2,3,NA,rolling,pin,pin,NA,TRUE,rolling,ldp_parent_utts_udpipe,roll,pin,parent,10,103,10739
NA,11031000754,15,16,NA,paper,bag,bag,NA,TRUE,paper,ldp_parent_utts_udpipe,paper,bag,parent,10,103,10740
NA,11031001478,16,17,NA,train,tracks,track,NA,TRUE,train,ldp_parent_utts_udpipe,train,track,parent,10,103,10741
NA,11031100245,6,7,NA,color,petals,petal,NA,TRUE,color,ldp_parent_utts_udpipe,color,petal,parent,11,103,10742
NA,11031100759,11,12,NA,stamp,pad,pad,NA,TRUE,stamp,ldp_parent_utts_udpipe,stamp,pad,parent,11,103,10743
NA,11031201716,3,4,NA,monkey,dance,dance,NA,TRUE,monkey,ldp_parent_utts_udpipe,monkei,danc,parent,12,103,10744
NA,11050100458,6,7,NA,quack,quack,quack,NA,TRUE,quack,ldp_parent_utts_udpipe,quack,quack,parent,1,105,10745
NA,11050201301,10,12,NA,pony,tail,tail,NA,FALSE,pony,ldp_parent_utts_udpipe,poni,tail,parent,2,105,10746
NA,11050401036,3,4,NA,baby,moon,moon,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,moon,parent,4,105,10747
NA,11050501798,5,6,NA,kitchen,table,table,NA,TRUE,kitchen,ldp_parent_utts_udpipe,kitchen,tabl,parent,5,105,10748
NA,11050502131,8,10,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,5,105,10749
NA,11050601278,5,6,NA,snake,tongue,tongue,NA,TRUE,snake,ldp_parent_utts_udpipe,snake,tongu,parent,6,105,10750
NA,11050601326,3,4,NA,boa,worm,worm,NA,TRUE,boa,ldp_parent_utts_udpipe,boa,worm,parent,6,105,10751
NA,11050601500,2,4,NA,bubble,gum,gum,NA,FALSE,bubble,ldp_parent_utts_udpipe,bubbl,gum,parent,6,105,10752
NA,11050701321,10,12,NA,eye,ball,ball,NA,FALSE,eye,ldp_parent_utts_udpipe,ey,ball,parent,7,105,10753
NA,11050701830,4,5,NA,chipmunk,song,song,NA,TRUE,chipmunk,ldp_parent_utts_udpipe,chipmunk,song,parent,7,105,10754
NA,11050800045,4,5,NA,puppy,dog,dog,NA,TRUE,puppy,ldp_parent_utts_udpipe,puppi,dog,parent,8,105,10755
NA,11050800186,4,6,NA,bakery,bread,bread,NA,FALSE,bakery,ldp_parent_utts_udpipe,bakeri,bread,parent,8,105,10756
NA,11050800398,3,4,NA,pet,store,store,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,store,parent,8,105,10757
NA,11050800400,5,6,NA,pet,store,store,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,store,parent,8,105,10758
NA,11050800400,8,9,NA,pet,cages,cage,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,cage,parent,8,105,10759
NA,11050800400,15,16,NA,animal,magazines,magazine,NA,TRUE,animal,ldp_parent_utts_udpipe,anim,magazin,parent,8,105,10760
NA,11050800400,20,21,NA,pet,toys,toy,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,toi,parent,8,105,10761
NA,11050800400,23,24,NA,dog,dishes,dish,NA,TRUE,dog,ldp_parent_utts_udpipe,dog,dish,parent,8,105,10762
NA,11050800400,29,30,NA,pet,food,food,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,food,parent,8,105,10763
NA,11050800400,30,31,NA,food,containers,container,NA,TRUE,food,ldp_parent_utts_udpipe,food,contain,parent,8,105,10764
NA,11050800409,8,9,NA,pet,store,store,NA,TRUE,pet,ldp_parent_utts_udpipe,pet,store,parent,8,105,10765
NA,11050800409,13,14,NA,shoe,store,store,NA,TRUE,shoe,ldp_parent_utts_udpipe,shoe,store,parent,8,105,10766
NA,11050800433,2,3,NA,shoe,polish,polish,NA,TRUE,shoe,ldp_parent_utts_udpipe,shoe,polish,parent,8,105,10767
NA,11050800434,2,3,NA,shoe,wax,wax,NA,TRUE,shoe,ldp_parent_utts_udpipe,shoe,wax,parent,8,105,10768
NA,11050801215,11,12,NA,step,stool,stool,NA,TRUE,step,ldp_parent_utts_udpipe,step,stool,parent,8,105,10769
NA,11050801365,7,8,NA,baby,person,person,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,person,parent,8,105,10770
NA,11050801416,12,13,NA,baby,gorilla,gorilla,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,gorilla,parent,8,105,10771
NA,11051000932,12,13,NA,bulletin,board,board,NA,TRUE,bulletin,ldp_parent_utts_udpipe,bulletin,board,parent,10,105,10772
NA,11051000949,8,9,NA,bulletin,board,board,NA,TRUE,bulletin,ldp_parent_utts_udpipe,bulletin,board,parent,10,105,10773
NA,11051000963,7,8,NA,hand,glove,glove,NA,TRUE,hand,ldp_parent_utts_udpipe,hand,glove,parent,10,105,10774
NA,11051100797,3,5,NA,sister,game,game,NA,FALSE,sister,ldp_parent_utts_udpipe,sister,game,parent,11,105,10775
NA,11051100861,9,10,NA,color,circles,circle,NA,TRUE,color,ldp_parent_utts_udpipe,color,circl,parent,11,105,10776
NA,11051101195,7,8,NA,case,letters,letter,NA,TRUE,case,ldp_parent_utts_udpipe,case,letter,parent,11,105,10777
NA,11051200847,4,5,NA,bowling,pins,pin,NA,TRUE,bowling,ldp_parent_utts_udpipe,bowl,pin,parent,12,105,10778
NA,11051200960,2,4,NA,flip,flops,flops,NA,FALSE,flip,ldp_parent_utts_udpipe,flip,flop,parent,12,105,10779
NA,11060101152,5,8,NA,kiss,night,night,NA,FALSE,kiss,ldp_parent_utts_udpipe,kiss,night,parent,1,106,10780
NA,11060101219,6,7,NA,hay,stack,stack,NA,TRUE,hay,ldp_parent_utts_udpipe,hai,stack,parent,1,106,10781
NA,11060101220,6,7,NA,hay,stack,stack,NA,TRUE,hay,ldp_parent_utts_udpipe,hai,stack,parent,1,106,10782
NA,11060101275,4,5,NA,body,puppets,puppets,NA,TRUE,body,ldp_parent_utts_udpipe,bodi,puppet,parent,1,106,10783
NA,11060101276,8,9,NA,fish,puppet,puppet,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,puppet,parent,1,106,10784
NA,11060101305,5,6,NA,steam,shovel,shovel,NA,TRUE,steam,ldp_parent_utts_udpipe,steam,shovel,parent,1,106,10785
NA,11060101328,3,4,NA,sand,castles,castle,NA,TRUE,sand,ldp_parent_utts_udpipe,sand,castl,parent,1,106,10786
NA,11060200451,3,4,NA,ocean,waves,wave,NA,TRUE,ocean,ldp_parent_utts_udpipe,ocean,wave,parent,2,106,10787
NA,11060200465,3,4,NA,pumpkin,pie,pie,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,pie,parent,2,106,10788
NA,11060200465,4,5,NA,pie,baking,bake,NA,TRUE,pie,ldp_parent_utts_udpipe,pie,bake,parent,2,106,10789
NA,11060300276,8,10,NA,bicycle,store,store,NA,FALSE,bicycle,ldp_parent_utts_udpipe,bicycl,store,parent,3,106,10790
NA,11060300818,7,8,NA,baby,eagle,eagle,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eagl,parent,3,106,10791
NA,11060300823,6,7,NA,baby,ostrich,ostrich,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,ostrich,parent,3,106,10792
NA,11060300829,7,8,NA,baby,platypus,platypus,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,platypu,parent,3,106,10793
NA,11060301415,6,7,NA,water,honey,honey,NA,TRUE,water,ldp_parent_utts_udpipe,water,honei,parent,3,106,10794
NA,11060500193,6,7,NA,vanilla,ones,one,NA,TRUE,vanilla,ldp_parent_utts_udpipe,vanilla,on,parent,5,106,10795
NA,11060500193,10,11,NA,chocolate,ones,one,NA,TRUE,chocolate,ldp_parent_utts_udpipe,chocol,on,parent,5,106,10796
NA,11060500616,8,10,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,5,106,10797
NA,11060500864,5,6,NA,phone,call,call,NA,TRUE,phone,ldp_parent_utts_udpipe,phone,call,parent,5,106,10798
NA,11060500876,6,8,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,5,106,10799
NA,11060500876,8,9,NA,day,picture,picture,NA,TRUE,day,ldp_parent_utts_udpipe,dai,pictur,parent,5,106,10800
NA,11060501154,7,8,NA,princess,cake,cake,NA,TRUE,princess,ldp_parent_utts_udpipe,princess,cake,parent,5,106,10801
NA,11060501266,7,8,NA,color,paper,paper,NA,TRUE,color,ldp_parent_utts_udpipe,color,paper,parent,5,106,10802
NA,11060501393,5,6,NA,one,honey,honey,NA,TRUE,one,ldp_parent_utts_udpipe,on,honei,parent,5,106,10803
NA,11060501430,8,9,NA,chocolate,cake,cake,NA,TRUE,chocolate,ldp_parent_utts_udpipe,chocol,cake,parent,5,106,10804
NA,11060600872,6,7,NA,mud,pie,pie,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,pie,parent,6,106,10805
NA,11060600878,2,3,NA,rice,milk,milk,NA,TRUE,rice,ldp_parent_utts_udpipe,rice,milk,parent,6,106,10806
NA,11060601100,6,7,NA,tennis,shoes,shoe,NA,TRUE,tennis,ldp_parent_utts_udpipe,tenni,shoe,parent,6,106,10807
NA,11060701751,4,5,NA,chicken,dance,dance,NA,TRUE,chicken,ldp_parent_utts_udpipe,chicken,danc,parent,7,106,10808
NA,11060800403,7,8,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,8,106,10809
NA,11060800403,8,9,NA,bus,bees,be,NA,TRUE,bus,ldp_parent_utts_udpipe,bu,bee,parent,8,106,10810
NA,11060800774,7,8,NA,blood,cells,cell,NA,TRUE,blood,ldp_parent_utts_udpipe,blood,cell,parent,8,106,10811
NA,11060900335,7,8,NA,woman,show,show,NA,TRUE,woman,ldp_parent_utts_udpipe,woman,show,parent,9,106,10812
NA,11060901071,13,14,NA,pool,honey,honey,NA,TRUE,pool,ldp_parent_utts_udpipe,pool,honei,parent,9,106,10813
NA,11061000146,13,14,NA,grocery,list,list,NA,TRUE,grocery,ldp_parent_utts_udpipe,groceri,list,parent,10,106,10814
NA,11061000413,8,9,NA,kitty,litter,litter,NA,TRUE,kitty,ldp_parent_utts_udpipe,kitti,litter,parent,10,106,10815
NA,11061001133,3,4,NA,meal,guys,guy,NA,TRUE,meal,ldp_parent_utts_udpipe,meal,gui,parent,10,106,10816
NA,11061001136,3,4,NA,meal,guys,guy,NA,TRUE,meal,ldp_parent_utts_udpipe,meal,gui,parent,10,106,10817
NA,11061001351,8,9,NA,animal,book,book,NA,TRUE,animal,ldp_parent_utts_udpipe,anim,book,parent,10,106,10818
NA,11061001536,2,3,NA,monkey,bear,bear,NA,TRUE,monkey,ldp_parent_utts_udpipe,monkei,bear,parent,10,106,10819
