adjective,noun,most_common_feature,most_common_feature_rating
,,,
red,flap,NA,NA
,,,
video,tape,video,5
,,,
car,door,room,6
,,,
ant,aphid,aphid,7
,,,
art,museum,history,5
,,,
thick,gland,medium,5
,,,
stag,group,human,4
,,,
milk,jug,water,5
,,,
baby,bird,adult,6
,,,
singing,drawer,clothes,6
,,,
bathing,suit,work,5
,,,
brass,dart,plastic,6
,,,
dressing,table,kitchen,5
,,,
red,bed,grey,3
,,,
purple,window,clear,4
,,,
spot,check,NA,NA
,,,
bear,teddy,bear,5
,,,
banana,tree,apple,3
,,,
dogs,barking,dogs,5
,,,
top,drawer,middle,5
,,,
horse,running,NA,NA
,,,
eleven,pound,NA,NA
,,,
fire,officer,police,5
,,,
weight,bag,shopping,5
,,,
whisky,ginger,plant,5
,,,
red,string,white,4
,,,
icy,mountain,forested,5
,,,
orange,rain,clear,5
,,,
oatmeal,cookie,plain,5
,,,
food,company,services,5
,,,
wooden,floor,wooden,4
,,,
strawberry,bar,drink,5
,,,
bear,jump,bug,4
,,,
banana,mess,NA,NA
,,,
farm,house,suburb,5
,,,
red,tomato,red,5
,,,
shop,envelope,personal,5
,,,
bottom,drawer,middle,5
,,,
yellow,school,NA,NA
,,,
computer,game,computer,4
,,,
doggy,tail,fish,3
,,,
melon,ball,NA,NA
,,,
tea,room,bath,5
,,,
naked,mole,hairy,5
,,,
bunny,book,human,5
,,,
bug,spray,bug,5
,,,
brown,train,grey,3
,,,
flower,pot,flower,4
,,,
scaly,skin,smooth,6
,,,
hot,dog,temperate,5
,,,
red,bike,black,3
,,,
flat,cheese,flat,4
,,,
stuffed,animal,real,6
,,,
diaper,wipe,wet,5
,,,
night,plane,day,5
,,,
yellow,bird,grey,3
,,,
pop,opera,classical,5
,,,
tree,house,NA,NA
,,,
dark,leaf,medium,5
,,,
yellow,mom,brown,5
,,,
red,street,grey,6
,,,
pink,hair,brown,5
,,,
man,mum,woman,7
,,,
fish,jelly,NA,NA
,,,
bus,park,car,5
,,,
baby,talk,adult,6
,,,
orange,guy,brown,5
,,,
thick,mustache,medium,5
,,,
compost,pile,trash,5
,,,
press,jacket,plain,5
,,,
spider,head,ant,4
,,,
green,tie,navy,4
,,,
ear,lobe,NA,NA
,,,
back,room,NA,NA
,,,
outside,bird,outside,6
,,,
kid,driving,adult,7
,,,
gold,coffee,brown,6
,,,
honey,pot,flower,3
,,,
purple,book,NA,NA
,,,
wedding,day,normal,6
,,,
moon,rover,earth,6
,,,
dark,snake,NA,NA
,,,
penny,packet,NA,NA
,,,
car,driver,car,5
,,,
plastic,back,NA,NA
,,,
orange,colors,NA,NA
,,,
apple,juicer,apple,5
,,,
green,mountain,green,5
,,,
yellow,hippo,grey,6
,,,
hot,mama,cool,5
,,,
red,onion,yellow,5
,,,
cherry,tomato,tomato,7
,,,
doll,house,human,6
,,,
giant,puppet,medium,5
,,,
motor,car,motor,6
,,,
dark,lounge,dark,5
,,,
brown,sugar,white,5
,,,
telephone,ringing,alarm,3
,,,
red,pillow,white,5
,,,
silver,ship,NA,NA
,,,
hot,sundae,cold,7
,,,
pink,elephant,grey,6
,,,
brown,doggie,brown,4
,,,
yogurt,hair,hair,7
,,,
kids,honey,NA,NA
,,,
guy,walking,ant,4
,,,
taller,spoon,medium,5
,,,
pirate,necklace,civilian,4
,,,
cloudy,day,sunny,3
,,,
pink,towel,white,4
,,,
baby,snail,adult,6
,,,
purple,ring,silver,3
,,,
tv,company,services,5
,,,
sunny,side,NA,NA
,,,
purple,car,grey,3
,,,
green,monkey,brown,5
,,,
broken,door,unbroken,6
,,,
pink,bear,black,4
,,,
home,sign,store,5
,,,
plastic,mat,plastic,5
,,,
home,committee,NA,NA
,,,
dinosaur,book,human,6
,,,
male,goldfish,NA,NA
,,,
saw,blade,knife,4
,,,
baby,deer,adult,6
,,,
vampire,zombie,zombie,1
,,,
monkey,whisper,human,6
,,,
bathroom,shop,room,6
,,,
panel,radiator,panel,4
,,,
kitchen,net,fishing,5
,,,
red,horn,NA,NA
,,,
outside,shell,outside,6
,,,
octopus,show,human,6
,,,
racing,pigeon,normal,6
,,,
green,shamrock,green,6
,,,
land,motorway,land,7
,,,
pregnant,blond,nonpregnant,6
,,,
yellow,scarf,beige,3
,,,
track,record,NA,NA
,,,
shovel,scoop,spoon,5
,,,
colors,green,colors,6
,,,
orange,bug,black,3
,,,
green,lego,NA,NA
,,,
crease,mark,NA,NA
,,,
green,dish,brown,5
,,,
baby,hair,adult,5
,,,
gold,plate,white,5
,,,
piggy,bank,official,6
,,,
sugar,cube,ice,4
,,,
hay,ride,NA,NA
,,,
pink,flower,white,3
,,,
red,rectangle,NA,NA
,,,
squirt,toy,dry,6
,,,
panel,game,computer,4
,,,
fridge,freezer,freezer,7
,,,
lock,stock,NA,NA
,,,
naked,child,clothed,6
,,,
gold,star,white,5
,,,
gold,band,silver,5
,,,
room,bathroom,room,5
,,,
ceiling,tile,floor,5
,,,
dirty,swine,dirty,6
,,,
trash,yard,back,3
,,,
apple,book,NA,NA
,,,
puffin,nose,human,3
,,,
tv,day,tv,5
,,,
light,car,dark,4
,,,
butterfly,cake,plain,5
,,,
freeze,popsicle,freeze,6
,,,
girl,boot,guy,5
,,,
bunny,mask,NA,NA
,,,
goose,mama,NA,NA
,,,
gas,bill,water,3
,,,
hot,daddy,temperate,5
,,,
yellow,fuzz,brown,5
,,,
dorsal,fin,tail,3
,,,
fairy,pony,real,6
,,,
singing,voice,average,5
,,,
purple,rain,clear,7
,,,
message,machine,NA,NA
,,,
bait,shop,grocery,3
,,,
litter,tray,food,5
,,,
stuffed,mushroom,plain,6
,,,
leather,jacket,synthetic,5
,,,
teddy,book,human,6
,,,
brown,baby,brown,5
,,,
guy,dancing,NA,NA
,,,
dressing,gown,dressing,4
,,,
apple,feast,NA,NA
,,,
cracker,sandwich,meat,5
,,,
green,cheese,yellow,5
,,,
tiger,costume,NA,NA
,,,
butter,sandwich,meat,4
,,,
dinosaur,map,human,7
,,,
red,apple,red,5
,,,
lady,bug,ant,5
,,,
red,barn,red,4
,,,
light,bulb,light,4
,,,
cookie,jar,storage,5
,,,
tool,box,storage,6
,,,
spiky,fish,smooth,5
,,,
gingerbread,guy,flesh,6
,,,
orange,balloon,red,3
,,,
taller,one,medium,5
,,,
green,doggy,brown,4
,,,
tooth,mark,NA,NA
,,,
juicy,juice,juicy,7
,,,
dust,rag,NA,NA
,,,
day,break,NA,NA
,,,
mitten,tree,NA,NA
,,,
purple,pants,grey,4
,,,
stereo,computer,NA,NA
,,,
purple,red,red,7
,,,
railway,track,railway,6
,,,
yellow,roof,black,5
,,,
brake,pad,brake,4
,,,
pink,hat,black,4
,,,
back,row,middle,5
,,,
sleeveless,top,sleeved,5
,,,
red,pepper,red,5
,,,
elbow,hair,head,6
,,,
green,egg,white,6
,,,
tank,top,shirt,5
,,,
yellow,toe,brown,5
,,,
lady,car,man,5
,,,
robot,head,animal,6
,,,
shoe,store,grocery,3
,,,
chap,advertising,NA,NA
,,,
daddy,fish,childless,4
,,,
yellow,driver,brown,5
,,,
dog,dirt,NA,NA
,,,
quarter,bag,NA,NA
,,,
top,handle,NA,NA
,,,
choir,boy,silent,5
,,,
brown,mommy,brown,5
,,,
paper,bag,plastic,6
,,,
dead,baby,alive,6
,,,
pink,paper,white,6
,,,
hotel,room,house,5
,,,
hot,cereal,cold,6
,,,
baby,fish,adult,6
,,,
ocean,book,land,5
,,,
tape,recorder,tape,4
,,,
suite,room,suite,4
,,,
purple,edge,NA,NA
,,,
rock,honey,bee,7
,,,
yellow,lady,white,3
,,,
metal,door,wooden,5
,,,
telephone,cord,NA,NA
,,,
tail,piece,body,5
,,,
garden,hose,NA,NA
,,,
water,boil,water,5
,,,
cotton,lining,synthetic,5
,,,
red,berry,red,4
,,,
dolly,clothes,human,6
,,,
top,tooth,NA,NA
,,,
raisin,cookie,plain,4
,,,
purple,mom,brown,5
,,,
bubble,bath,still,6
,,,
exit,entrance,entrance,7
,,,
bear,home,human,6
,,,
smiley,sticker,NA,NA
,,,
slippery,leg,nonslippery,6
,,,
hot,strawberry,temperate,5
,,,
giant,dragon,medium,1
,,,
pear,yogurt,vanilla,4
,,,
red,honey,golden,6
,,,
shoe,wax,candle,5
